Field Word,Type,Level,Page
toast,n./v.,2,69
tobacco,n.,3,69
today,adv./n.,1,69
toe,n./v.,2,69
tofu/bean curd,n.,2,70
together,adv.,1,70
toil,v./n.,5,70
toilet,n.,2,70
token,n.,5,70
tolerable,adj.,4,70
tolerance,n.,4,70
tolerant,adj.,4,70
tolerate,v.,4,70
toll (1),n.,6,70
toll (2),v./n.,6,70
tomato,n.,2,70
tomb,n.,4,70
tomorrow,adv./n.,1,70
ton,n.,3,70
tone,n.,1,70
tongue,n./v.,2,70
tonight,adv./n.,1,70
too,adv.,1,70
tool,n./v.,1,70
tooth,n.,2,70
top,n./adj./v.,1,70
topic,n.,2,70
topple,v.,6,70
torch,n./v.,5,70
torment,n./v.,5,70
tornado,n.,6,70
torrent,n.,5,70
tortoise,n.,3,70
torture,n./v.,5,70
toss,v./n.,3,70
total,adj./n./v.,1,70
touch,v./n.,1,70
tough,adj.,4,70
tour,n./v.,2,70
tourism,n.,3,70
tourist,n.,3,70
tournament,n.,5,70
tow,v./n.,3,70
toward(s),prep.,1,70
towel,n./v.,2,70
tower,n./v.,2,70
town,n.,1,70
toxic,adj.,5,70
toy,n./v.,1,70
trace,v./n.,3,70
track,n./v.,2,70
trade,n./v.,2,70
trademark,n.,5,70
trader,n.,3,70
tradition,n.,2,70
traditional,adj.,2,70
traffic,n./v.,2,70
tragedy,n.,4,70
tragic,adj.,4,70
trail,n./v.,3,70
train (1),n.,1,70
train (2),v.,1,70
trait,n.,6,70
traitor,n.,5,70
tramp,v./n.,5,70
trample,v./n.,5,70
tranquil,adj.,6,70
tranquilizer,n.,6,70
transaction,n.,6,70
transcript,n.,6,70
transfer,v./n.,4,70
transform,v.,4,70
transformation,n.,6,70
transistor,n.,6,70
transit,n./v.,6,70
transit,n.,2,70
subway,n.,2,70
transition,n.,6,70
translate,v.,4,70
translation,n.,4,70
translator,n.,4,70
transmission,n.,6,70
transmit,v.,6,70
transparent,adj.,5,70
transplant,v./n.,6,70
transport,v./n.,3,70
transportation,n.,4,70
trap,n./v.,2,70
trash,n./v.,3,70
trauma,n.,6,70
travel,v./n.,2,70
traveler,n.,3,70
